user	2泊3日家族旅行で利用しました。
user	館内バリアフリー化されており、同行した高齢の両親も何ら不自由なく過ごすことが出来たようです。
user	お部屋も綺麗で、用意されていたお茶にお菓子も美味しくいただけました。
user	離れにある貸し切りの露天風呂からの眺めはとてもよく、川のせせらぎも聞くことが出来ます。
user	さらに、他の客と鉢合わせにならないような配慮も感じられました。
user	夕食は部屋食を選びました。
user	驚いたのは当日採れたばかりのお野菜にお魚など、山の幸と海の幸の両方をいただくことが出来たことですね。
user	お食事の量も多め、少なめを選べますので、エコの観点からもとても良い取り組みだと思います。
user	駅から離れてはいますが、無料の送迎サービスを利用出来ましたので、不便さは感じませんでした。
user	何より従業員の方々の笑顔がとても好印象。
user	宿の周囲の環境もとても静かでのんびり出来、日頃の疲れが飛んでいきました。
user	大型連休でしたので通常より高めの価格設定ではありましたが、3日間気持ちよく過ごせましたので、むしろお手頃な宿だと思います。
