user	親子3人で●●岬に行って来ました。
user	当日は自動車で行きました。
user	●●岬に近い場所に広めの有料駐車場があり、誘導員の方もいらしたので、不便なく駐車出来ました。
user	GW中でしたので、混雑を心配していましたが、それほどではありませんでした。
user	●●岬までは緩やかな山道を登って行きました。
user	遊歩道が整備されており、小学生の息子でも楽に歩くことが出来ました。
user	新緑の中を気持ちよく歩けました。
user	5分程で目的地に到着しました。
user	岬のすぐ手前に現在でも使われている灯台があるのですが、実際に見てみるとなかなか立派な建物でした。
user	息子も灯台を見るのは初めてで喜んでいました。
user	そこからすぐのところが岬の突端なのですが、岸壁ギリギリまで近づくと、かなり下の方に海の波が打ち寄せていてすごい迫力でした。
user	行ったのは昼間だったのですが、朝早く来ればきれいな朝日が見られると思います。
user	駐車場代(1時間で500円)だけでこれだけの景色が見られるのは、とても素晴らしいと思います。
user	皆さんにもおすすめします。
