user	3月に●●ミュージアムに行きました。
user	新しくリニューアルされてから初めてでしたが、素晴らしかったです。
user	外観も前の文化遺産の形を残しつつ、でも新しさもあるデザインで個人的にはかなり大好きです。
user	中も階段は今まで通りで、昔のデザインが楽しめます。
user	大きく2つのスペースに分かれ、常設の日本画のスペースは相変わらず圧巻でした。
user	また、上からの自然光を取り入れるスペースも作られ、今までの作品も違った雰囲気がありました。
user	5月までは●●の作品も展示もされているので、これもおすすめです。
user	新しく出来た地下のスペースは入場料無料で、作品集やポストカード、資料などの展示もあります。
user	また、レストランや軽食も取れるお店があったり、子供がアートに触れて楽しめる場所もあります。
user	今まであまりアートに興味が無かった方も、気軽に立ち入れる様な場所になったと思います。
user	地下の食事処は夜10時まで、展示などは夕方5時までですが、月に何度かナイトタイムも実施されるみたいなので、仕事帰りにも良いかもしれません。
user	周りの神社や文化施設、自然もおすすめですし、1日かけて探索してみても良いかと思います。
