user	ゴールデンウィークに●●地区に行ってきました。
user	産業遺産群と自然が見事に調和したオススメのスポットです。
user	家族4人で車で行ったのですが、道路は舗装されているもののかなり狭めで、運転はかなりストレスがたまりました。
user	観光バスがふもとから出ているので、そちらをお勧めします。
user	もともとは歴史のある鉱山があったところで、そんな山奥でレンガ造りの建造物がレトロな雰囲気を醸し出しています。
user	鉱石を運搬していた通路跡(トンネル)は5月初旬なのにかなり肌寒く、標高の高さを物語っています。
user	かなり大規模な産業遺産なので、人間の手や知恵によってさまざまな施設が展開されているのですが、山の緑に囲まれていて、なおかつ遠くの方に海も見下ろせるという素晴らしいロケーション。
user	人工的であり、神秘的でもある風景。
user	のんびり散策するのもいいのですが、地域内に無料で入場できる歴史資料館があるので、あらかじめそこで予習してから、興味のあるスポットに行ってみるのもいいでしょう。
user	ふもとに下りればレストランや温泉も楽しめます。
